C02818V03389,Agricultural Product,TLIST(M1),Month,STATISTIC,Statistic Label,UNIT,VALUE
2622,Compound feeding stuffs for cattle excluding calves,200209,2002M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200210,2002M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.538
2622,Compound feeding stuffs for cattle excluding calves,200210,2002M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200211,2002M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.642
2622,Compound feeding stuffs for cattle excluding calves,200211,2002M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200212,2002M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.709
2622,Compound feeding stuffs for cattle excluding calves,200212,2002M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200301,2003M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.738
2622,Compound feeding stuffs for cattle excluding calves,200301,2003M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200302,2003M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.175
2622,Compound feeding stuffs for cattle excluding calves,200302,2003M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200303,2003M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.231
2622,Compound feeding stuffs for cattle excluding calves,200303,2003M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200304,2003M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.332
2622,Compound feeding stuffs for cattle excluding calves,200304,2003M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200305,2003M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.332
2622,Compound feeding stuffs for cattle excluding calves,200305,2003M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200306,2003M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.375
2622,Compound feeding stuffs for cattle excluding calves,200306,2003M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200307,2003M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.375
2622,Compound feeding stuffs for cattle excluding calves,200307,2003M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200308,2003M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.453
2622,Compound feeding stuffs for cattle excluding calves,200308,2003M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200309,2003M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.552
2622,Compound feeding stuffs for cattle excluding calves,200309,2003M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200310,2003M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.4
2622,Compound feeding stuffs for cattle excluding calves,200310,2003M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200311,2003M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.369
2622,Compound feeding stuffs for cattle excluding calves,200311,2003M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200312,2003M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.369
2622,Compound feeding stuffs for cattle excluding calves,200312,2003M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200401,2004M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.574
2622,Compound feeding stuffs for cattle excluding calves,200401,2004M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200402,2004M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.511
2622,Compound feeding stuffs for cattle excluding calves,200402,2004M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200403,2004M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.511
2622,Compound feeding stuffs for cattle excluding calves,200403,2004M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200404,2004M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.695
2622,Compound feeding stuffs for cattle excluding calves,200404,2004M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200405,2004M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.008
2622,Compound feeding stuffs for cattle excluding calves,200405,2004M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200406,2004M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.225
2622,Compound feeding stuffs for cattle excluding calves,200406,2004M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200407,2004M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.992
2622,Compound feeding stuffs for cattle excluding calves,200407,2004M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200408,2004M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.369
2622,Compound feeding stuffs for cattle excluding calves,200408,2004M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200409,2004M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.813
2622,Compound feeding stuffs for cattle excluding calves,200409,2004M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200410,2004M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.19
2622,Compound feeding stuffs for cattle excluding calves,200410,2004M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200411,2004M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.974
2622,Compound feeding stuffs for cattle excluding calves,200411,2004M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200412,2004M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.674
2622,Compound feeding stuffs for cattle excluding calves,200412,2004M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200501,2005M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.128
2622,Compound feeding stuffs for cattle excluding calves,200501,2005M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200502,2005M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.112
2622,Compound feeding stuffs for cattle excluding calves,200502,2005M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200503,2005M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.105
2622,Compound feeding stuffs for cattle excluding calves,200503,2005M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200504,2005M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.873
2622,Compound feeding stuffs for cattle excluding calves,200504,2005M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200505,2005M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.026
2622,Compound feeding stuffs for cattle excluding calves,200505,2005M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200506,2005M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.995
2622,Compound feeding stuffs for cattle excluding calves,200506,2005M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200507,2005M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.835
2622,Compound feeding stuffs for cattle excluding calves,200507,2005M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200508,2005M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.788
2622,Compound feeding stuffs for cattle excluding calves,200508,2005M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200509,2005M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.795
2622,Compound feeding stuffs for cattle excluding calves,200509,2005M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200510,2005M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.96
2622,Compound feeding stuffs for cattle excluding calves,200510,2005M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200511,2005M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.089
2622,Compound feeding stuffs for cattle excluding calves,200511,2005M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200512,2005M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.295
2622,Compound feeding stuffs for cattle excluding calves,200512,2005M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200601,2006M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.936
2622,Compound feeding stuffs for cattle excluding calves,200601,2006M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200602,2006M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.077
2622,Compound feeding stuffs for cattle excluding calves,200602,2006M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200603,2006M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.173
2622,Compound feeding stuffs for cattle excluding calves,200603,2006M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200604,2006M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.223
2622,Compound feeding stuffs for cattle excluding calves,200604,2006M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200605,2006M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.447
2622,Compound feeding stuffs for cattle excluding calves,200605,2006M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200606,2006M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.647
2622,Compound feeding stuffs for cattle excluding calves,200606,2006M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200607,2006M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.679
2622,Compound feeding stuffs for cattle excluding calves,200607,2006M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200608,2006M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.679
2622,Compound feeding stuffs for cattle excluding calves,200608,2006M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200609,2006M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.942
2622,Compound feeding stuffs for cattle excluding calves,200609,2006M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200610,2006M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.605
2622,Compound feeding stuffs for cattle excluding calves,200610,2006M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200611,2006M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.884
2622,Compound feeding stuffs for cattle excluding calves,200611,2006M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200612,2006M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.388
2622,Compound feeding stuffs for cattle excluding calves,200612,2006M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200701,2007M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.147
2622,Compound feeding stuffs for cattle excluding calves,200701,2007M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200702,2007M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.45
2622,Compound feeding stuffs for cattle excluding calves,200702,2007M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200703,2007M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.144
2622,Compound feeding stuffs for cattle excluding calves,200703,2007M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200704,2007M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.73
2622,Compound feeding stuffs for cattle excluding calves,200704,2007M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200705,2007M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.556
2622,Compound feeding stuffs for cattle excluding calves,200705,2007M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200706,2007M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.366
2622,Compound feeding stuffs for cattle excluding calves,200706,2007M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200707,2007M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.247
2622,Compound feeding stuffs for cattle excluding calves,200707,2007M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200708,2007M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,119.243
2622,Compound feeding stuffs for cattle excluding calves,200708,2007M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200709,2007M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.881
2622,Compound feeding stuffs for cattle excluding calves,200709,2007M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200710,2007M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.669
2622,Compound feeding stuffs for cattle excluding calves,200710,2007M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200711,2007M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.679
2622,Compound feeding stuffs for cattle excluding calves,200711,2007M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200712,2007M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,131.556
2622,Compound feeding stuffs for cattle excluding calves,200712,2007M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200801,2008M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,133.968
2622,Compound feeding stuffs for cattle excluding calves,200801,2008M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200802,2008M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,135.138
2622,Compound feeding stuffs for cattle excluding calves,200802,2008M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200803,2008M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,135.967
2622,Compound feeding stuffs for cattle excluding calves,200803,2008M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200804,2008M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,137.072
2622,Compound feeding stuffs for cattle excluding calves,200804,2008M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200805,2008M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,137.835
2622,Compound feeding stuffs for cattle excluding calves,200805,2008M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200806,2008M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,138.044
2622,Compound feeding stuffs for cattle excluding calves,200806,2008M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200807,2008M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,137.998
2622,Compound feeding stuffs for cattle excluding calves,200807,2008M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200808,2008M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,138.048
2622,Compound feeding stuffs for cattle excluding calves,200808,2008M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200809,2008M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,135.692
2622,Compound feeding stuffs for cattle excluding calves,200809,2008M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200810,2008M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,133.449
2622,Compound feeding stuffs for cattle excluding calves,200810,2008M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200811,2008M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.393
2622,Compound feeding stuffs for cattle excluding calves,200811,2008M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200812,2008M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,131.827
2622,Compound feeding stuffs for cattle excluding calves,200812,2008M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200901,2009M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.054
2622,Compound feeding stuffs for cattle excluding calves,200901,2009M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200902,2009M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.957
2622,Compound feeding stuffs for cattle excluding calves,200902,2009M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200903,2009M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,125.631
2622,Compound feeding stuffs for cattle excluding calves,200903,2009M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200904,2009M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.956
2622,Compound feeding stuffs for cattle excluding calves,200904,2009M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200905,2009M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.83
2622,Compound feeding stuffs for cattle excluding calves,200905,2009M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200906,2009M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,121.343
2622,Compound feeding stuffs for cattle excluding calves,200906,2009M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200907,2009M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,121.098
2622,Compound feeding stuffs for cattle excluding calves,200907,2009M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200908,2009M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,120.38
2622,Compound feeding stuffs for cattle excluding calves,200908,2009M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200909,2009M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,116.248
2622,Compound feeding stuffs for cattle excluding calves,200909,2009M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200910,2009M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.55
2622,Compound feeding stuffs for cattle excluding calves,200910,2009M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200911,2009M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.957
2622,Compound feeding stuffs for cattle excluding calves,200911,2009M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,200912,2009M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.846
2622,Compound feeding stuffs for cattle excluding calves,200912,2009M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201001,2010M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.694
2622,Compound feeding stuffs for cattle excluding calves,201001,2010M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201002,2010M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.303
2622,Compound feeding stuffs for cattle excluding calves,201002,2010M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201003,2010M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.994
2622,Compound feeding stuffs for cattle excluding calves,201003,2010M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201004,2010M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.866
2622,Compound feeding stuffs for cattle excluding calves,201004,2010M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201005,2010M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.239
2622,Compound feeding stuffs for cattle excluding calves,201005,2010M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201006,2010M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.088
2622,Compound feeding stuffs for cattle excluding calves,201006,2010M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201007,2010M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.772
2622,Compound feeding stuffs for cattle excluding calves,201007,2010M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201008,2010M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,117.015
2622,Compound feeding stuffs for cattle excluding calves,201008,2010M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201009,2010M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.839
2622,Compound feeding stuffs for cattle excluding calves,201009,2010M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201010,2010M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,125.176
2622,Compound feeding stuffs for cattle excluding calves,201010,2010M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201011,2010M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.284
2622,Compound feeding stuffs for cattle excluding calves,201011,2010M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2622,Compound feeding stuffs for cattle excluding calves,201012,2010M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,125.207
2622,Compound feeding stuffs for cattle excluding calves,201012,2010M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
